,Organisation Code,Name,Address,Postcode,Contact Telephone Number,Number of patients registered at the GP practice,loc,Point,Latitude,Longitude,Altitude
687,F86010,Fullwell Cross Med. Ctr.,"Fullwell Cross Med. Ctr., 1 Tomswood Hill, Barkingside, Ilford, Essex, IG6 2HG",IG6 2HG,020 85000240,11498,"London Borough of Redbridge, London, Greater London, England, IG6 2HG, United Kingdom","(51.59462114923303, 0.08378226152081016, 0.0)",51.59462114923303,0.0837822615208101,0.0
688,F86011,The Manor Practice,"The Manor Practice, 454 Lea Bridge Road, Leyton, London, E10 7DY",E10 7DY,020 85398950,5977,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E10 7DY, United Kingdom","(51.571148, -0.022519, 0.0)",51.571148,-0.022519,0.0
689,F86012,Rydal,"Rydal, 375 High Road, Woodford Green, Essex, IG8 9QJ",IG8 9QJ,020 85040532,7167,"London Borough of Redbridge, London, Greater London, England, IG8 9QJ, United Kingdom","(51.60845865, 0.02002185, 0.0)",51.60845865,0.02002185,0.0
690,F86013,The Broadway Surgery,"The Broadway Surgery, 3 Broadway Gardens, Monkhams Avenue, Woodford Green, IG8 0HF",IG8 0HF,020 85053204,11278,"London Borough of Redbridge, London, Greater London, England, IG8 0HF, United Kingdom","(51.60855452258226, 0.03332232504943156, 0.0)",51.60855452258225,0.0333223250494315,0.0
691,F86018,The Ecclesbourne Practice,"Ecclesbourne, 1 Warwick Terrace, Lea Bridge Road, Leyton, London, E17 9DP",E17 9DP,020 85392077,16348,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E17 9DP, United Kingdom","(51.58075998311579, -0.001068576199494403, 0.0)",51.58075998311579,-0.0010685761994944,0.0
692,F86020,Glebelands Practice,"2 Glebelands Avenue, South Woodford, London, E18 2AB",E18 2AB,020 89896272,9289,"London Borough of Redbridge, London, Greater London, England, E18 2AB, United Kingdom","(51.59249162450913, 0.024945583340759872, 0.0)",51.592491624509144,0.0249455833407598,0.0
693,F86022,Ilford Medical Centre,"Ilford Medical Centre, 61 Cleveland Road, Ilford, Essex, IG1 1EE",IG1 1EE,020 85147761,8659,"London Borough of Redbridge, London, Greater London, England, IG1 1EE, United Kingdom","(51.5563853, 0.0730636, 0.0)",51.556385299999995,0.0730636,0.0
694,F86023,The Evergreen Surgery,"The Evergreen Surgery, 26 High Street, Wanstead, London, E11 2AQ",E11 2AQ,020 85188746,13864,"London Borough of Redbridge, London, Greater London, England, E11 2AQ, United Kingdom","(51.57804136144548, 0.02559514931756063, 0.0)",51.578041361445464,0.0255951493175606,0.0
695,F86025,Oak Tree Medical Centre,"Oak Tree Medical Centre, 273-275 Green Lane, Seven Kings, Ilford, Essex, IG3 9TJ",IG3 9TJ,020 85993977,3669,"London Borough of Redbridge, London, Greater London, England, IG3 9TJ, United Kingdom","(51.5606892, 0.0963437, 0.0)",51.56068920000001,0.0963437,0.0
696,F86026,The Forest Surgery,"Forest Surgery, 2 Macdonald Road, Walthamstow, London, E17 4BA",E17 4BA,020 84984988,9210,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E17 4BA, United Kingdom","(51.594725778649654, -0.005036634699040499, 0.0)",51.59472577864965,-0.0050366346990404,0.0
697,F86028,Chadwell Heath Surgery,"72-74 Chadwell Heath Lane, Chadwell Heath, Romford, Essex, RM6 4AF",RM6 4AF,020 85861430,15379,"London Borough of Redbridge, London, Greater London, England, RM6 4AF, United Kingdom","(51.573559963470785, 0.12491580881369557, 0.0)",51.57355996347079,0.1249158088136955,0.0
698,F86030,Queens Road Medical Centre,"48 Queens Road, Walthamstow, London, E17 8PX",E17 8PX,020 85202625,5366,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E17 8PX, United Kingdom","(51.57943213189082, -0.021621756426790432, 0.0)",51.57943213189082,-0.0216217564267904,0.0
699,F86032,Wanstead Place Surgery,"Wanstead Place Surgery, 45 Wanstead Place, Wanstead, London, E11 2SW",E11 2SW,020 89891968,12768,"London Borough of Redbridge, London, Greater London, England, E11 2SW, United Kingdom","(51.57743600086653, 0.024837790487841304, 0.0)",51.57743600086653,0.0248377904878413,0.0
700,F86034,"Green Lane, Goodmayes Medical Practice","595 Green Lane, Goodmayes, Ilford, Essex, IG3 9RN",IG3 9RN,0844 3878590,2,"London Borough of Redbridge, London, Greater London, England, IG3 9RN, United Kingdom","(51.56331551754995, 0.11355913217297633, 0.0)",51.56331551754995,0.1135591321729763,0.0
701,F86036,The Allum Medical Centre,"The Allum Medical Centre, Fairlop Road, Leytonstone, London, E11 1BN",E11 1BN,020 85392513,12402,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E11 1BN, United Kingdom","(51.56992339001146, 0.003458989298729094, 0.0)",51.56992339001146,0.0034589892987290003,0.0
702,F86038,Sma Medical Practice,"Sma Medical Practice, 693-695 High Road, Leyton, London, E10 6RA",E10 6RA,020 85392078,6943,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E10 6RA, United Kingdom","(51.57125585, -0.008739400000000001, 0.0)",51.57125585,-0.0087394,0.0
703,F86040,Dr A Arif,"620 Longbridge Road, Goodmayes, Dagenham, Essex, RM8 2AJ",RM8 2AJ,020 36687497,17492,"London Borough of Barking and Dagenham, London, Romford, Greater London, England, RM8 2AJ, United Kingdom","(51.55139493227198, 0.11534329331198447, 0.0)",51.551394932271975,0.1153432933119844,0.0
704,F86042,Balfour Road Surgery,"92 Balfour Road, Ilford, Essex, IG1 4JE",IG1 4JE,020 84780209,2588,"London Borough of Redbridge, London, Greater London, England, IG1 4JE, United Kingdom","(51.563043346177786, 0.07591763829931959, 0.0)",51.56304334617778,0.0759176382993195,0.0
705,F86044,Crawley Road Medical Centre,"Crawley Road Medical Ctr., 479 High Road, Leyton, London, E10 5EL",E10 5EL,020 85391880,33,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E10 5EL, United Kingdom","(51.5629373, -0.0109734, 0.0)",51.562937299999994,-0.0109734,0.0
706,F86045,High Road Surgery,"287 High Road, Leytonstone, London, E11 4HH",E11 4HH,020 85328460,5348,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E11 4HH, United Kingdom","(51.55350249326881, 0.005075393157652453, 0.0)",51.55350249326882,0.0050753931576524,0.0
707,F86057,The Willows Practice,"The Willows Practice, Hainault Health Centre, Manford Way, Chigwell, Essex, IG7 4DF",IG7 4DF,020 85015051,58,"London Borough of Redbridge, London, Greater London, England, IG7 4DF, United Kingdom","(51.60786171785179, 0.10434783013093629, 0.0)",51.60786171785179,0.1043478301309362,0.0
708,F86058,St James Medical Practice Limited,"St James Health Centre, 47 St James Street, Walthamstow, London, E17 7NH",E17 7NH,020 32330870,8204,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E17 7NH, United Kingdom","(51.58038013932973, -0.032049454029351374, 0.0)",51.580380139329726,-0.0320494540293513,0.0
709,F86060,Newbury Group Practice,"Newbury Group Practice, Newbury Park Health Ctre, 40 Perrymans Farm Road, Newbury Park, IG2 7LE",IG2 7LE,020 85541094,14847,"London Borough of Redbridge, London, Greater London, England, IG2 7LE, United Kingdom","(51.5764348471243, 0.0859810900627778, 0.0)",51.5764348471243,0.0859810900627778,0.0
710,F86062,Grove Surgery,"Grove Surgery, 103-105 Grove Road, Walthamstow, London, E17 9BU",E17 9BU,0844 4452221,3241,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E17 9BU, United Kingdom","(51.579229031686964, -0.012688284306169195, 0.0)",51.579229031686964,-0.0126882843061691,0.0
711,F86064,The Elmhurst Practice,"South Woodford Health Ctr, 114 High Road, South Woodford, London, E18 2QS",E18 2QS,020 84913310,5439,"London Borough of Redbridge, London, Greater London, England, E18 2QS, United Kingdom","(51.59744199240207, 0.021736753887618702, 0.0)",51.59744199240207,0.0217367538876187,0.0
712,F86066,Southdene Surgery,"Southdene Surgery, The Shrubberies, George Lane, South Woodford, London, E18 1BD",E18 1BD,020 85303731,10238,"London Borough of Redbridge, London, Greater London, England, E18 1BD, United Kingdom","(51.59471575, 0.02440075, 0.0)",51.59471575,0.02440075,0.0
713,F86074,Leyton Healthcare 4Th Floor,"4Th Fl Oliver Rd Med Ctr, 75 Oliver Road, Leyton, London, E10 5LG",E10 5LG,020 84308282,10371,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E10 5LG, United Kingdom","(51.55989407292499, -0.013313260907048305, 0.0)",51.559894072925,-0.0133132609070483,0.0
714,F86078,The Ridgeway Surgery,"The Ridgeway Surgery, 1 Mount Echo Avenue, Chingford, London, E4 7JX",E4 7JX,020 85237722,9263,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E4 7JX, United Kingdom","(51.628702365613925, -0.01103084609087647, 0.0)",51.628702365613925,-0.0110308460908764,0.0
715,F86081,Kenwood Medical,"Kenwood Gardens, Ilford, Essex, IG2 6YG",IG2 6YG,020 85512341,13262,"London Borough of Redbridge, London, Greater London, England, IG2 6YG, United Kingdom","(51.581412606753176, 0.07200596426276565, 0.0)",51.581412606753176,0.0720059642627656,0.0
716,F86082,Ilford Lane Surgery,"1St Fl,Loxford Polyclinic, 417 Ilford Lane, Ilford, Essex, IG1 2SN",IG1 2SN,020 84781366,8381,"London Borough of Redbridge, London, Greater London, England, IG1 2SN, United Kingdom","(51.54651268033001, 0.07690296620772949, 0.0)",51.54651268033001,0.0769029662077294,0.0
717,F86083,The Eastern Avenue Medical Centre,"737 A Cranbrook Road, Ilford, IG2 6RJ",IG2 6RJ,020 85504532,7460,"London Borough of Redbridge, London, Greater London, England, IG2 6RJ, United Kingdom","(51.581054669587616, 0.07343307239807409, 0.0)",51.58105466958762,0.073433072398074,0.0
718,F86085,Hainault Surgery,"34 New North Road, Hainault, Ilford, Essex, IG6 2XG",IG6 2XG,020 85013431,8419,"London Borough of Redbridge, London, Greater London, England, IG6 2XG, United Kingdom","(51.60217865855589, 0.08610662961377544, 0.0)",51.602178658555886,0.0861066296137754,0.0
719,F86086,Dr Dhital Practice,"Wood Street Health Centre, 6 Linford Rd-Off Wood St, Walthamstow, London, E17 3LA",E17 3LA,020 84307750,13843,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E17 3LA, United Kingdom","(51.58774027852344, -0.003032318493789925, 0.0)",51.587740278523434,-0.0030323184937899,0.0
720,F86087,Goodmayes Medical Centre,"4 Eastwood Road, Goodmayes, Ilford, Essex, IG3 8XB",IG3 8XB,020 85901169,10243,"London Borough of Redbridge, London, Greater London, England, IG3 8XB, United Kingdom","(51.5676258406908, 0.1099063079742703, 0.0)",51.567625840690795,0.1099063079742703,0.0
721,F86088,The Lyndhurst Surgery,"The Lyndhurst Surgery, 53 Lyndhurst Drive, Leyton, London, E10 6JB",E10 6JB,020 85391663,12448,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E10 6JB, United Kingdom","(51.57196370163492, -0.0038687716830671354, 0.0)",51.57196370163492,-0.0038687716830671,0.0
722,F86607,Addison Road Medical Practice,"Comely Bank Clinic, 46 Ravenswood Road, Walthamstow, London, E17 9LY",E17 9LY,020 84307171,7239,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E17 9LY, United Kingdom","(51.58269052011007, -0.009992522357349732, 0.0)",51.58269052011007,-0.0099925223573497,0.0
723,F86612,The Fullwell Avenue Surgery,"The Surgery, 272 Fulwell Avenue, Clayhall, Ilford, Essex, IG5 0SB",IG5 0SB,020 85509988,16289,"London Borough of Redbridge, London, Greater London, England, IG5 0SB, United Kingdom","(51.5963655861561, 0.07210894545538943, 0.0)",51.596365586156104,0.0721089454553894,0.0
724,F86616,The Old Church Surgery,"Silverthorn Centre, 2 Friars Close, Chingford, London, E4 6UN",E4 6UN,020 85295543,5238,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E4 6UN, United Kingdom","(51.62008885343038, -0.0010496335114440814, 0.0)",51.620088853430396,-0.001049633511444,0.0
725,F86621,Dr Mohammed Green Man Medical Centre,"Green Man Medical Centre, 1 Hanbury Drive, Leytonstone, London, E11 1GA",E11 1GA,020 89892606,8444,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E11 1GA, United Kingdom","(51.571506282874225, 0.015001038136639916, 0.0)",51.571506282874225,0.0150010381366399,0.0
726,F86624,The Heathcote Primary Care Centre,"Heathcote Avenue, Clayhall, Ilford, Essex, IG5 0QS",IG5 0QS,020 85506362,2708,"London Borough of Redbridge, London, Greater London, England, IG5 0QS, United Kingdom","(51.59436042236686, 0.06196981807283461, 0.0)",51.59436042236685,0.0619698180728346,0.0
727,F86625,Ll Medical Care Ltd,"Langthorne Health Centre, 13 Langthorne Road, Leytonstone, London, E11 4HX",E11 4HX,020 85392858,3221,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E11 4HX, United Kingdom","(51.5554417, 0.0021076, 0.0)",51.5554417,0.0021076,0.0
728,F86626,Dr Shantir Practice,"Forest Road Medical Ctre, 354-358 Forest Road, Walthamstow, London, E17 5JL",E17 5JL,020 85207115,10472,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E17 5JL, United Kingdom","(51.589696676460804, -0.0261754256463416, 0.0)",51.5896966764608,-0.0261754256463416,0.0
729,F86627,Churchill Medical Centre,"Churchill Medical Centre, 1 Churchill Terrace, Chingford, London, E4 8DG",E4 8DG,020 84307020,6486,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E4 8DG, United Kingdom","(51.618290930039514, -0.01837481692944511, 0.0)",51.61829093003952,-0.0183748169294451,0.0
730,F86637,Seven Kings Practice,"Seven Kings Health Centre, 1 Salisbury Road, Seven Kings, Ilford, Essex, IG3 8BG",IG3 8BG,020 85901320,11191,"London Borough of Redbridge, London, Greater London, England, IG3 8BG, United Kingdom","(51.56346283850383, 0.09682901641716204, 0.0)",51.56346283850383,0.09682901641716199,0.0
731,F86638,The Microfaculty,"107-109 Chingford Mount, Road, Chingford, London, E4 8LT",E4 8LT,020 85241230,10656,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E4 8LT, United Kingdom","(51.61180929982786, -0.018235361383963346, 0.0)",51.61180929982786,-0.0182353613839633,0.0
732,F86641,The Shrubberies Medical Centre,"The Shrubberies Med Ctr, 12 The Shrubberies, South Woodford, London, E18 1BD",E18 1BD,020 85304108,8188,"London Borough of Redbridge, London, Greater London, England, E18 1BD, United Kingdom","(51.59471575, 0.02440075, 0.0)",51.59471575,0.02440075,0.0
733,F86642,Castleton Road Health Centre,"19 Castleton Road, Goodmayes, Ilford, Essex, IG3 9QW",IG3 9QW,020 85999951,11380,"Goodmayes Baptist Church, London Borough of Redbridge, London, Barking, Greater London, England, IG3 9QW, United Kingdom","(51.56393466618597, 0.11263556001119973, 0.0)",51.56393466618597,0.1126355600111997,0.0
734,F86644,Waltham Forest Comm & Fam Hth Serv Ltd,"Wood Street Medical Ctre, 6 Linford Road, Walthamstow, London, E17 3LA",E17 3LA,020 84307710,3058,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E17 3LA, United Kingdom","(51.58774027852344, -0.003032318493789925, 0.0)",51.587740278523434,-0.0030323184937899,0.0
735,F86650,Lime Tree Surgery,"Lime Tree Surgery, 321 High Road, Leytonstone, London, E11 4JT",E11 4JT,020 85199914,2648,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E11 4JT, United Kingdom","(51.555454974999996, 0.005415075, 0.0)",51.555454975,0.005415075,0.0
736,F86652,The Drive Surgery,"68 The Drive, Cranbrook, Ilford, Essex, IG1 3HZ",IG1 3HZ,020 85543014,3488,"London Borough of Redbridge, London, Greater London, England, IG1 3HZ, United Kingdom","(51.56763365159835, 0.060383997717678925, 0.0)",51.56763365159835,0.0603839977176789,0.0
737,F86657,York Road Surgery,"55 York Road, Ilford, Essex, IG1 3AF",IG1 3AF,020 85140906,7194,"London Borough of Redbridge, London, Greater London, England, IG1 3AF, United Kingdom","(51.559165194087406, 0.06585854286875996, 0.0)",51.55916519408741,0.0658585428687599,0.0
738,F86658,Queen Mary Practice,"South Woodford Health Ctr, 114 High Road, South Woodford, London, E18 2QS",E18 2QS,020 84913303,8956,"London Borough of Redbridge, London, Greater London, England, E18 2QS, United Kingdom","(51.59744199240207, 0.021736753887618702, 0.0)",51.59744199240207,0.0217367538876187,0.0
739,F86664,Larkshall Medical Centre,"Larkshall Medical Centre, 1 Larkshall Road, Chingford, London, E4 7HS",E4 7HS,020 85246355,5446,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E4 7HS, United Kingdom","(51.62694466652192, 0.0029649436817361877, 0.0)",51.62694466652192,0.0029649436817361,0.0
740,F86666,Harrow Road GP Centre,"Harrow Road GP Centre, 2-8 Harrow Road, Leytonstone, London, E11 3QE",E11 3QE,020 30787770,8856,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E11 3QE, United Kingdom","(51.559537951630475, 0.0128561226413033, 0.0)",51.559537951630475,0.0128561226413033,0.0
741,F86679,Higham Hill Medical Centre,"258-260 Higham Hill Road, Walthamstow, London, E17 5RQ",E17 5RQ,020 85272677,5017,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E17 5RQ, United Kingdom","(51.594944989076154, -0.034661275996219834, 0.0)",51.594944989076154,-0.0346612759962198,0.0
742,F86689,The Bailey Practice,"107 Shernhall Street, Walthamstow, London, E17 9HS",E17 9HS,020 85205138,7474,"London Borough of Waltham Forest, London, Walthamstow, Greater London, England, E17 9HS, United Kingdom","(51.58384682374569, -0.007274221600711537, 0.0)",51.58384682374569,-0.0072742216007115,0.0
743,F86691,Clayhall Clinic,"14 Clayhall Avenue, Clayhall, Ilford, Essex, IG5 0LG",IG5 0LG,020 85513193,7050,"London Borough of Redbridge, London, Greater London, England, IG5 0LG, United Kingdom","(51.59125205810072, 0.051447690220397406, 0.0)",51.59125205810072,0.0514476902203974,0.0
