,Organisation Code,Name,Postcode,Full Address,Number of patients registered at GP practices in London,loc,Point,Latitude,Longitude,Altitude
746,F86689,The Bailey Practice,E17 9HS,"107 Shernhall Street, Walthamstow, London",16707,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
747,F86691,Clayhall Clinic,IG5 0LG,"14 Clayhall Avenue, Clayhall, Ilford, Essex",2657,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
748,F86692,Mathukia'S Surgery,IG1 2SF,"281 Ilford Lane, Ilford, Essex",2579,"Ilford, Essex, GB, IG1 2SF","(51.549818, 0.075357, 0.0)",51.549818,0.075357,0.0
749,F86696,Francis Road Medical Centre,E10 6PP,"Francis Road Medical Ctre, 94 Francis Road, Leyton, London",5509,"London, Westminster, GB, E10 6PP","(51.561938, -0.003804, 0.0)",51.561938,-0.003804,0.0
750,F86698,Cranbrook Surgery,IG2 6RJ,"737 A Cranbrook Road, Ilford",17922,"Ilford, Essex, GB, IG2 6RJ","(51.581056, 0.07346, 0.0)",51.581056,0.07346,0.0
751,F86700,Kings Head Medical Practice,E4 7NX,"Kings Head Medical Pract, 178 Kings Head Hill, Chingford, London",4329,"London, Westminster, GB, E4 7NX","(51.635688, -0.011433, 0.0)",51.635688,-0.011433,0.0
752,F86701,Kiyani Medical Practice,E11 4HX,"Langthorne Health Centre, 13 Langthorne Road, Leytonstone, London",5759,"London, Westminster, GB, E11 4HX","(51.555406, 0.002114, 0.0)",51.555406,0.002114,0.0
753,F86702,St Clement'S Surgery,IG1 4LA,"38 Bathurst Road, Ilford, Essex",6034,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
754,F86703,The Redbridge Surgery,IG4 5BZ,"49 Windermere Gardens, Redbridge, Ilford, Essex",9637,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
755,F86705,Langthorne Sharma Family Practice,E11 4HX,"Langthorne Health Centre, 13 Langthorne Road, Leytonstone, London",5538,"London, Westminster, GB, E11 4HX","(51.555406, 0.002114, 0.0)",51.555406,0.002114,0.0
756,F86707,Fence Piece Road Medical Centre,IG6 2NB,"83 Fencepiece Road, Hainault, Ilford, Essex",5363,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
757,F86708,Claremont Medical Centre,E17 5RJ,"Claremont Medical Centre, 29-31 Claremont Road, Walthamstow, London",8971,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
758,F86712,Hampton Medical Centre,E11 4BB,"Hampton Medical Centre, 1 Pretoria Road, Leytonstone, London",7986,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
759,F86731,Aldersbrook Medical Centre,E12 5DL,"65 Aldersbrook Road, Manor Park, London",4152,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
760,G83001,Manor Brook Pms,SE3 0EN,"Manor Brook Medical Ctr., 117 Brook Lane, Blackheath, London",6058,"London, Westminster, GB, SE3 0EN","(51.469221, 0.025088, 0.0)",51.469221,0.025088,0.0
761,G83002,The Westwood Surgery,DA16 2HE,"The Westwood Surgery, 24 Westwood Lane, Welling, Kent",6881,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
762,G83004,Barnard Medical Group,DA14 4TA,"Barnard Medical Practice, 43 Granville Road, Sidcup, Kent",8774,"Sidcup, Kent, GB, DA14 4TA","(51.42792, 0.105576, 0.0)",51.42792,0.105576,0.0
763,G83006,The Albion Surgery,DA6 7LP,"The Albion Surgery, 6 Pincott Road, Bexleyheath, Kent",12537,"Bexleyheath, Kent, GB, DA6 7LP","(51.454049, 0.147441, 0.0)",51.454049,0.147441,0.0
764,G83009,Bellegrove Surgery,DA16 3RE,"174 Bellegrove Road, Welling, Kent",7661,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
765,G83010,Northumberland Heath Med.Ctr.,DA8 3DB,"Northumberland Heath, Med.Ctr., Hind Crescent, Northumberland Heath, Erith, Kent",4385,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
766,G83012,Gallions Reach Health Centre,SE28 8BE,"Thamesmead Med Associates, Gallions Reach Health Ctr, Bentham Road, Thamesmead",12934,"London, Westminster, GB, SE28 8BE","(51.505646, 0.109058, 0.0)",51.505646,0.109058,0.0
767,G83013,Blackheath Standard Pms,SE3 7HB,"Blackheath Surgery, 11-13 Charlton Road, Blackheath, London",5519,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
768,G83015,Eltham Palace Pms,SE9 5DQ,"Eltham Palace Surgery, 30 Passey Place, Eltham, London",17842,"London, Westminster, GB, SE9 5DQ","(51.449946, 0.05374, 0.0)",51.449946,0.05374,0.0
769,G83016,Royal Arsenal Medical Centre,SE18 6TE,"Royal Arsenal Medical Ctr, 21 Arsenal Way, Plumstead, London",12765,"London, Westminster, GB, SE18 6TE","(51.491914, 0.073259, 0.0)",51.491914,0.073259,0.0
770,G83018,Lakeside Medical,SE2 9LH,"Lakeside Medical, Yarnton Way, Abbey Wood, London",10201,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
771,G83019,Plumstead H/C Pms,SE18 1BB,"Plumstead Health Centre, Tewson Road, Plumstead, London",4632,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
772,G83021,Vanbrugh Group Practice,SE10 9GB,"Level 2,The Greenwich Ctr, 12 Lambarde Square, Greenwich, London",6150,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
773,G83024,Ingleton Avenue Surgery,DA16 2JZ,"84 Ingleton Avenue, Welling, Kent",8957,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
774,G83025,Welling Medical Practice,DA16 2AT,"Welling Medical Practice, 2 Danson Crescent, Welling, Kent",4603,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
775,G83026,Triveni Pms,SE18 5TE,"Escreet Grove Surgery, Escreet Grove, Woolwich, London",7744,"London, Westminster, GB, SE18 5TE","(51.490322, 0.058464, 0.0)",51.490322,0.058464,0.0
776,G83027,Everest Health Partnership,SE9 6ER,"Sherard Road Medical Ctr., 71 Sherard Road, Eltham, London",4965,"London, Westminster, GB, SE9 6ER","(51.454724, 0.049449, 0.0)",51.454724,0.049449,0.0
777,G83028,Bexley Group Practice,DA16 3HQ,"Bexley Group Practice, 76-78 Upper Wickham Lane, Welling, Kent",4451,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
778,G83029,Plas Meddyg Surgery,DA5 1HU,"Plas Meddyg Surgery, 40 Parkhill Road, Bexley, Kent",4568,"Bexley, Bexley, GB, DA5 1HU","(51.442846, 0.144397, 0.0)",51.442846,0.144397,0.0
779,G83030,All Saints Medical Centre Pms,SE18 3PS,"All Saints Medical Centre, 13A Ripon Road, Plumstead, London",3610,"London, Westminster, GB, SE18 3PS","(51.479418, 0.066398, 0.0)",51.479418,0.066398,0.0
780,G83031,Abbey Wood Surgery,SE2 9AT,"Abbey Wood Surgery, 9 Godstow Road, Abbey Wood, London",4696,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
781,G83033,Dr Thavapalan And Partners,DA7 5HL,"55 Little Heath Road, Bexleyheath, Kent",5575,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
782,G83037,Bulbanks Medical Centre,DA8 1BJ,"62 Battle Road, Erith, Kent",4379,"Erith, Kent, GB, DA8 1BJ","(51.488524, 0.166261, 0.0)",51.488524,0.166261,0.0
783,G83039,St Marks Pms,SE18 3EP,"St.Marks Medical Centre, 24 Wrottesley Road, Plumstead, London",3158,"London, Westminster, GB, SE18 3EP","(51.481054, 0.07255, 0.0)",51.481054,0.07255,0.0
784,G83044,Fairfield Pms,SE7 8TX,"The Fairfield Centre, 41- 43 Fairfield Grove, Charlton, London",8121,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
785,G83046,Bursted Wood Surgery,DA7 6HZ,"Bursted Wood Surgery, 219 Erith Road, Barnehurst, Kent",9815,"Bexleyheath, Kent, GB, DA7 6HZ","(51.46525, 0.151581, 0.0)",51.46525,0.151581,0.0
786,G83047,Station Road Surgery,DA15 7DS,"Station Road Surgery, 69 Station Road, Sidcup, Kent",2275,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
787,G83049,Lyndhurst Road Medical Centre,DA7 6DL,"The Medical Centre, 41 Lyndhurst Road, Barnehurst, Kent",6204,"Bexleyheath, Kent, GB, DA7 6DL","(51.461251, 0.158793, 0.0)",51.461251,0.158793,0.0
788,G83052,Belvedere Medical Centre,DA17 5LQ,"Belvedere Medical Centre, 15 Albert Road, Belvedere, Kent",7907,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
789,G83053,Bexley Medical Group,DA7 5RB,"171 King Harolds Way, Bexleyheath, Kent",4905,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
790,G83057,Woodlands Surgery,DA15 8DF,"Woodlands Surgery, 146 Halfway Street, Sidcup, Kent",3354,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
791,G83058,Primecare Pms (South Street),SE10 8NT,"South St Medical Centre, 71A Greenwich South St, Greenwich, London",4249,"London, Westminster, GB, SE10 8NT","(51.476158, -0.012449, 0.0)",51.476158,-0.012449,0.0
792,G83060,Glyndon Pms,SE18 7LU,"Glyndon Medical Centre, 188 Ann Street, Plumstead, London",3288,"London, Westminster, GB, SE18 7LU","(51.487385, 0.079622, 0.0)",51.487385,0.079622,0.0
793,G83062,Slade Green Medical Ctr.,DA8 2HS,"Slade Green Medical Ctr., 156 Bridge Rd,Slade Green, Erith, Kent",5457,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
794,G83065,Burney Street Pms,SE10 8EX,"Burney Street Practice, 48 Burney Street, Greenwich, London",2611,"London, Westminster, GB, SE10 8EX","(51.47899, -0.009201, 0.0)",51.47899,-0.009201,0.0
795,G83066,Sidcup Medical Centre,DA14 6BU,"Sidcup Medical Centre, 2 Church Avenue, Sidcup, Kent",2516,"Sidcup, Kent, GB, DA14 6BU","(51.42356, 0.105965, 0.0)",51.42356,0.105965,0.0
796,G83067,Valentine Health Partnership,SE18 6PZ,"Ferryview Health Centre, 25 John Wilson Street, Woolwich, London",4316,"London, Westminster, GB, SE18 6PZ","(51.4923, 0.06155, 0.0)",51.4923,0.06155,0.0
797,G83628,New Eltham And Blackfen Medical Centre,SE9 3PT,"The Surgery, 52 Thaxted Road, New Eltham, London",2185,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
798,G83630,Riverside Surgery,DA8 1RQ,"Erith Health Centre, 50 Pier Road, Erith, Kent",3410,"Erith, Kent, GB, DA8 1RQ","(51.479567, 0.1808, 0.0)",51.479567,0.1808,0.0
799,G83631,Abbeyslade Pms (Dr Chand),SE2 0ER,"111 Basildon Road, Abbey Wood, London",2896,"London, Westminster, GB, SE2 0ER","(51.487797, 0.107471, 0.0)",51.487797,0.107471,0.0
800,G83633,Conway Pms,SE18 1AH,"Conway Medical Centre, 44 Conway Road, Plumstead, London",5356,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
801,G83635,Waverley Pms,SE18 7QU,"The Waverley Practice, 37 Waverley Crescent, Plumstead, London",3310,"London, Westminster, GB, SE18 7QU","(51.482737, 0.083141, 0.0)",51.482737,0.083141,0.0
802,G83641,Plumbridge Medical Centre,SE10 8PA,"Plumbridge Medical Centre, 32-33 Plumbridge Street, London",3065,"London, Westminster, GB, SE10 8PA","(51.473207, -0.01396, 0.0)",51.473207,-0.01396,0.0
803,G83642,Crayford Town Surgery,DA1 4ER,"Crayford Road, (Next To Town Hall), Crayford, Kent",3657,"Dartford, Kent, GB, DA1 4ER","(51.450118, 0.180619, 0.0)",51.450118,0.180619,0.0
804,G83647,Mostafa Pms,SE18 1SE,"141 Plumstead High Street, Plumstead, London",5002,"London, Westminster, GB, SE18 1SE","(51.487533, 0.092564, 0.0)",51.487533,0.092564,0.0
805,G83651,Woodlands Surgery,SE10 9UB,"Woodlands Surgery, 2 Woodland Walk, Off Trafalgar Road, Greenwich",3157,"London, Westminster, GB, SE10 9UB","(51.484798, 0.004634, 0.0)",51.484798,0.004634,0.0
806,G83654,Bannockburn Surgery,SE18 1ES,"20-22 Bannockburn Road, Plumstead, London",2198,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
807,G83673,Elmstead Medical Clinic,SE9 3JD,"Elmstead Medical Clinic, 81 William Barefoot Drive, Eltham, London",3784,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
808,G83680,Eltham Medical Practice,SE9 5DQ,"Eltham Community Hospital, Passey Place, Eltham, London",5569,"London, Westminster, GB, SE9 5DQ","(51.449946, 0.05374, 0.0)",51.449946,0.05374,0.0
809,G84001,South View Partnership,BR1 3DR,"South View Lodge, South View, Bromley, Kent",8547,"Bromley, Kent, GB, BR1 3DR","(51.405111, 0.026151, 0.0)",51.405111,0.026151,0.0
810,G84002,Dysart Surgery,BR1 1HN,"Dysart Surgery, 13 Ravensbourne Road, Bromley, Kent",6337,"Bromley, Kent, GB, BR1 1HN","(51.400389, 0.015203, 0.0)",51.400389,0.015203,0.0
811,G84003,Links Medical Practice,BR1 4PX,"The Links Medical Pract., 27 Brook Lane, Bromley, Kent",3154,"Bromley, Kent, GB, BR1 4PX","(51.419793, 0.014834, 0.0)",51.419793,0.014834,0.0
812,G84004,Stock Hill Surgery,TN16 3TJ,"The Surgery, Stock Hill, Biggin Hill, Westerham, Kent",3883,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
813,G84005,Derry Downs Surgery,BR5 4DU,"29 Derry Downs, St. Mary Cray, Orpington, Kent",19368,"Orpington, Kent, GB, BR5 4DU","(51.385174, 0.116678, 0.0)",51.385174,0.116678,0.0
814,G84006,Summercroft Surgery,BR6 7AR,"Starts Hill Road, Farnborough, Orpington, Kent",7127,"Orpington, Kent, GB, BR6 7AR","(51.365357, 0.063085, 0.0)",51.365357,0.063085,0.0
815,G84007,Poverest Medical Centre,BR5 2DQ,"Poverest Medical Centre, 42 Poverest Road, St Mary Cray, Orpington,Kent",9800,"Orpington, Kent, GB, BR5 2DQ","(51.389981, 0.101447, 0.0)",51.389981,0.101447,0.0
816,G84008,Manor Road Surgery,BR3 5LE,"The Surgery, 14 Manor Road, Beckenham, Kent",7655,"Beckenham, Kent, GB, BR3 5LE","(51.407168, -0.022718, 0.0)",51.407168,-0.022718,0.0
817,G84009,Family Surgery,BR6 6BG,"The Family Surgery, 7 High Street, Green Street Green, Orpington, Kent",11132,"Orpington, Kent, GB, BR6 6BG","(51.354042, 0.090095, 0.0)",51.354042,0.090095,0.0
818,G84010,Chislehurst Medical Practice,BR7 5AQ,"The Chislehurst Med Pract, 42 High Street, Chislehurst, Kent",12779,"Chislehurst, Kent, GB, BR7 5AQ","(51.419598, 0.066359, 0.0)",51.419598,0.066359,0.0
819,G84011,Eden Park Surgery,BR3 4DQ,"Eden Park Surgery, 194 Croydon Road, Beckenham, Kent",10044,"Beckenham, Kent, GB, BR3 4DQ","(51.399334, -0.0414, 0.0)",51.399334,-0.0414,0.0
820,G84013,St Mary Cray Practice,BR5 4AR,"322 High Street, St.Mary Cray, Orpington, Kent",11242,"Orpington, Kent, GB, BR5 4AR","(51.387048, 0.113487, 0.0)",51.387048,0.113487,0.0
821,G84015,Station Road Surgery,BR4 0PU,"74 Station Road, West Wickham, Kent",12058,"West Wickham, Cambridgeshire, GB, BR4 0PU","(51.377081, -0.01486, 0.0)",51.377081,-0.01486,0.0
822,G84016,London Lane Clinic,BR1 4HB,"The London Lane Clinic, Kinnaird House, 37-39 London Lane, Bromley, Kent",9481,"Bromley, Kent, GB, BR1 4HB","(51.415222, 0.008679, 0.0)",51.415222,0.008679,0.0
823,G84017,Addington Road Surgery,BR4 9BG,"Addington Road Surgery, 77 Addington Road, West Wickham, Kent",11232,"West Wickham, Cambridgeshire, GB, BR4 9BG","(51.369081, -0.003942, 0.0)",51.369081,-0.003942,0.0
824,G84018,Cornerways Surgery,BR3 5LG,"Cornerways Surgery, 50 Manor Road, Beckenham, Kent",8597,"Beckenham, Kent, GB, BR3 5LG","(51.407045, -0.020235, 0.0)",51.407045,-0.020235,0.0
825,G84019,Broomwood Road Surgery,BR5 2JP,"Broomwood Rd Surgery, 41 Broomwood Road, St.Pauls Cray, Orpington, Kent",7806,"Orpington, Kent, GB, BR5 2JP","(51.402718, 0.108746, 0.0)",51.402718,0.108746,0.0
826,G84020,Chelsfield Surgery,BR6 6HD,"Chelsfield Surgery, 62 Windsor Dr, Chelsfield, Orpington, Kent",11944,"Orpington, Kent, GB, BR6 6HD","(51.355761, 0.10409, 0.0)",51.355761,0.10409,0.0
827,G84023,Southborough Lane Surgery,BR2 9GT,"Crown Medical Centre, 3 Mackintosh Street, Bromley, Kent",10766,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
828,G84024,Bromley Common Practice,BR2 9GT,"Crown Medical Centre, 3 Mackintosh Street, Bromley, Kent",9242,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
829,G84025,The Park Practice,SE20 8QA,"Oaks Park Medical Centre, 17 Oakfield Road, London",6261,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
830,G84027,Elm House Surgery,BR3 3FD,"Beckenham Beacon, 379 Croydon Road, Beckenham, Kent",1878,"Beckenham, Kent, GB, BR3 3FD","(51.40506, -0.033175, 0.0)",51.40506,-0.033175,0.0
831,G84028,St James' Practice,BR3 4DG,"St.James' Practice, 138 Croydon Road, Beckenham, Kent",2362,"Beckenham, Kent, GB, BR3 4DG","(51.399237, -0.043647, 0.0)",51.399237,-0.043647,0.0
832,G84029,Robin Hood Surgery,SE20 7AB,"Robin Hood Surgery, 94 Croydon Rd, Anerley, London",4374,"London, Westminster, GB, SE20 7AB","(51.409883, -0.05763, 0.0)",51.409883,-0.05763,0.0
833,G84030,Forge Close Surgery,BR2 7LL,"Forge Close Surgery, 1 Forge Close, Hayes, Bromley, Kent",12355,"Bromley, Kent, GB, BR2 7LL","(51.377218, 0.016615, 0.0)",51.377218,0.016615,0.0
834,G84032,Knoll Medical Practice,BR6 0FE,"19 Homefield Rise, Orpington, Kent",17131,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
835,G84033,Pickhurst Surgery,BR2 7JF,"Pickhurst Surgery, 56 Pickhurst Lane,Hayes, Bromley, Kent",7954,"Bromley, Kent, GB, BR2 7JF","(51.378033, 0.010543, 0.0)",51.378033,0.010543,0.0
836,G84035,Tudor Way Surgery,BR5 1LH,"The Tudor Way Surgery, 42 Tudor Way,Petts Wood, Orpington, Kent",5034,"Orpington, Kent, GB, BR5 1LH","(51.388791, 0.078956, 0.0)",51.388791,0.078956,0.0
837,G84039,Norheads Lane Surgery,TN16 3XS,"14A Norheads Lane, Biggin Hill, Kent",10495,"Westerham, Kent, GB, TN16 3XS","(51.314521, 0.026924, 0.0)",51.314521,0.026924,0.0
838,G84040,Ballater Surgery,BR6 0DP,"Ballater Surgery, 108 Chislehurst Road, Orpington, Kent",12943,"Orpington, Kent, GB, BR6 0DP","(51.3822, 0.095026, 0.0)",51.3822,0.095026,0.0
839,G84041,Gillmans Road Surgery,BR5 4LA,"Gillmans Road Surgery, 1 Gillmans Road, Orpington, Kent",6688,"Orpington, Kent, GB, BR5 4LA","(51.377152, 0.110229, 0.0)",51.377152,0.110229,0.0
840,G84604,Highland Road Surgery,BR1 4AD,"10 Highland Road, Bromley, Kent",17147,"Bromley, Kent, GB, BR1 4AD","(51.41014, 0.006156, 0.0)",51.41014,0.006156,0.0
841,G84607,Wickham Park Surgery,BR4 9PS,"Wickham Park Surgery, 2 Manor Road, West Wickham, Kent",10583,"West Wickham, Cambridgeshire, GB, BR4 9PS","(51.376153, -0.023292, 0.0)",51.376153,-0.023292,0.0
842,G84609,Bank House Surgery,BR6 7BA,"Bank House, 84 High Street, Farnborough, Kent",9235,"Orpington, Kent, GB, BR6 7BA","(51.359219, 0.069977, 0.0)",51.359219,0.069977,0.0
843,G84621,Whitehouse Surgery,BR5 1EL,"Whitehouse Surgery, 123 Towncourt Lane, Petts Wood, Orpington, Kent",11850,"Orpington, Kent, GB, BR5 1EL","(51.384132, 0.077452, 0.0)",51.384132,0.077452,0.0
844,G84624,Anerley Surgery,SE20 8TJ,"224 Anerley Road, Penge, London",11402,"London, Westminster, GB, SE20 8TJ","(51.408986, -0.062125, 0.0)",51.408986,-0.062125,0.0
845,G84625,Oakfield Surgery,SE20 8QA,"Oakfield Surgery, 17 Oakfield Road, London",7120,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
846,G84627,Green Street Green Med Ct,BR6 6BG,"Green Street Green Med Ct, 21-21A High Street, Green Street Green, Orpington, Kent",5291,"Orpington, Kent, GB, BR6 6BG","(51.354042, 0.090095, 0.0)",51.354042,0.090095,0.0
847,G84629,Sundridge Medical Centre,BR1 4HE,"Sundridge Med Practice, 84 London Lane, Bromley, Kent",13562,"Bromley, Kent, GB, BR1 4HE","(51.414677, 0.014767, 0.0)",51.414677,0.014767,0.0
848,G84630,Crescent Surgery,BR5 2DD,"The Crescent Surgery, 38 Marion Crescent, St Mary Cray, Orpington",12389,"Orpington, Kent, GB, BR5 2DD","(51.389854, 0.106473, 0.0)",51.389854,0.106473,0.0
849,G85001,Forest Hill Group Practice,SE22 0SQ,"The Forest Hill Grp Pract, 1 Forest Hill Road, Honor Oak, Dulwich, London",11092,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
850,G85002,Streatham High Practice,SW16 2ST,"Streatham High Practice, 2-8 Gracefield Gardens, Streatham, London",6279,"London, Westminster, GB, SW16 2ST","(51.432463, -0.126577, 0.0)",51.432463,-0.126577,0.0
851,G85003,Belmont Hill Surgery,SE13 5AY,"The Surgery, 36 Belmont Hill, Lewisham, London",4992,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
852,G85004,The Jenner Practice,SE23 1HU,"Jenner Health Centre, 201 Stanstead Road, Forest Hill, London",4458,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
853,G85005,South Lewisham Group Practice,SE6 2SP,"Sth Lewisham Grp Practice, 50 Conisborough Crescent, Catford, London",9940,"London, Westminster, GB, SE6 2SP","(51.430388, -0.01317, 0.0)",51.430388,-0.01317,0.0
854,G85006,The Acorn & Gaumont House Surgery,SE15 5SL,"153 Peckham High Street, Peckham, London",11761,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
855,G85008,Mornington Surgery,SE14 6TD,"Mornington Surgery, 433 New Cross Road, New Cross, London",3452,"London, Westminster, GB, SE14 6TD","(51.47589, -0.03062, 0.0)",51.47589,-0.03062,0.0
856,G85011,Clapham Family Practice,SW4 7DB,"Mary Seacole Centre, 89 Clapham High Street, Clapham, London",7648,"ENGLAND, GB, SW4 7DB","(51.463214, -0.133654, 0.0)",51.463214,-0.133654,0.0
857,G85013,Dr Rs Durston'S Practice,SE5 7AF,"Camberwell Green Surgery, 17 Camberwell Green, London",2243,"London, Westminster, GB, SE5 7AF","(51.47461, -0.093531, 0.0)",51.47461,-0.093531,0.0
858,G85014,Streatham Common Group Practice,SW16 5LS,"Streatham Common Grp Prac, St.Andrew'S Hall, Guildersfield Road, Streatham, London",4219,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
859,G85015,The Qrp Surgery,SE14 5HD,"The Queens Road P/Ship, 387 Queens Road, New Cross Gate, London",2,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
860,G85016,Herne Hill Group Practice,SE24 9QP,"Herne Hill Group Practice, 74 Herne Hill, East Brixton, London",10738,"London, Westminster, GB, SE24 9QP","(51.455629, -0.099231, 0.0)",51.455629,-0.099231,0.0
